Confidence,max_confidence,Emotion
0.5642349720001221,"[0.4343538284301758, 0.5642349720001221, 0.0014111970085650682]",Neutral
0.5574224591255188,"[0.44092491269111633, 0.5574224591255188, 0.0016526333056390285]",Neutral
0.5954692363739014,"[0.40287911891937256, 0.5954692363739014, 0.001651644823141396]",Neutral
0.5892506837844849,"[0.4092648923397064, 0.5892506837844849, 0.0014844044344499707]",Neutral
0.5843556523323059,"[0.4140837490558624, 0.5843556523323059, 0.0015605413354933262]",Neutral
0.5505224466323853,"[0.4480395019054413, 0.5505224466323853, 0.0014380470383912325]",Neutral
0.5783973336219788,"[0.4200577437877655, 0.5783973336219788, 0.0015449124621227384]",Neutral
0.5804408192634583,"[0.4181770384311676, 0.5804408192634583, 0.0013821497559547424]",Neutral
0.592534601688385,"[0.4059767723083496, 0.592534601688385, 0.0014885986456647515]",Neutral
0.5879468321800232,"[0.4103352725505829, 0.5879468321800232, 0.0017178250709548593]",Neutral
0.5727553963661194,"[0.42550861835479736, 0.5727553963661194, 0.0017360071651637554]",Neutral
0.5880455374717712,"[0.41015130281448364, 0.5880455374717712, 0.001803237828426063]",Neutral
0.5647454857826233,"[0.4339069426059723, 0.5647454857826233, 0.001347568817436695]",Neutral
0.5785942673683167,"[0.4196719825267792, 0.5785942673683167, 0.0017337180906906724]",Neutral
0.5684158205986023,"[0.4299635589122772, 0.5684158205986023, 0.0016206208383664489]",Neutral
0.590179979801178,"[0.4083707928657532, 0.590179979801178, 0.0014492031186819077]",Neutral
0.5443011522293091,"[0.45424723625183105, 0.5443011522293091, 0.0014516585506498814]",Neutral
0.5891434550285339,"[0.40918025374412537, 0.5891434550285339, 0.0016762868035584688]",Neutral
0.5788676142692566,"[0.41940826177597046, 0.5788676142692566, 0.0017241141758859158]",Neutral
0.5656606554985046,"[0.43260401487350464, 0.5656606554985046, 0.0017353345174342394]",Neutral
0.5639517903327942,"[0.43436139822006226, 0.5639517903327942, 0.0016868560342118144]",Neutral
0.5695145726203918,"[0.4287409484386444, 0.5695145726203918, 0.001744476961903274]",Neutral
0.5364491939544678,"[0.46223559975624084, 0.5364491939544678, 0.00131518195848912]",Neutral
0.5639621615409851,"[0.43448495864868164, 0.5639621615409851, 0.0015528220683336258]",Neutral
0.5807373523712158,"[0.41782456636428833, 0.5807373523712158, 0.0014380919747054577]",Neutral
0.5527390241622925,"[0.4459197521209717, 0.5527390241622925, 0.0013412630651146173]",Neutral
0.5437875390052795,"[0.4549030065536499, 0.5437875390052795, 0.0013094772584736347]",Neutral
0.5516070127487183,"[0.4469462037086487, 0.5516070127487183, 0.0014467396540567279]",Neutral
0.5395775437355042,"[0.45899444818496704, 0.5395775437355042, 0.0014280128525570035]",Neutral
0.5508536696434021,"[0.4476439654827118, 0.5508536696434021, 0.001502375234849751]",Neutral
0.5424835681915283,"[0.4560081958770752, 0.5424835681915283, 0.001508230809122324]",Neutral
0.5464043021202087,"[0.4521943926811218, 0.5464043021202087, 0.0014012682950124145]",Neutral
0.5770189166069031,"[0.42134180665016174, 0.5770189166069031, 0.0016392894322052598]",Neutral
0.536216139793396,"[0.4623747169971466, 0.536216139793396, 0.0014091989723965526]",Neutral
0.5493978261947632,"[0.44907352328300476, 0.5493978261947632, 0.0015286271227523685]",Neutral
0.5544762015342712,"[0.44391775131225586, 0.5544762015342712, 0.00160611467435956]",Neutral
0.5441430807113647,"[0.4544789791107178, 0.5441430807113647, 0.001377953914925456]",Neutral
0.521962583065033,"[0.4766826629638672, 0.521962583065033, 0.001354755717329681]",Neutral
0.5480498671531677,"[0.45028573274612427, 0.5480498671531677, 0.0016643664566799998]",Neutral
0.517038106918335,"[0.48150941729545593, 0.517038106918335, 0.0014524351572617888]",Neutral
0.5064560770988464,"[0.5064560770988464, 0.49222099781036377, 0.0013229245087131858]",Negative
0.5083116888999939,"[0.4904208183288574, 0.5083116888999939, 0.0012675045290961862]",Neutral
0.5198225975036621,"[0.5198225975036621, 0.47884508967399597, 0.001332298619672656]",Negative
0.5211120843887329,"[0.5211120843887329, 0.4776454269886017, 0.0012424750020727515]",Negative
0.5513778328895569,"[0.5513778328895569, 0.44728943705558777, 0.0013328107306733727]",Negative
0.5443429350852966,"[0.5443429350852966, 0.45437541604042053, 0.0012816347880288959]",Negative
0.5367822647094727,"[0.5367822647094727, 0.46194222569465637, 0.0012754705967381597]",Negative
0.5463804602622986,"[0.5463804602622986, 0.45228782296180725, 0.001331712817773223]",Negative
0.5835940837860107,"[0.5835940837860107, 0.41525742411613464, 0.0011485080467537045]",Negative
0.5933223366737366,"[0.5933223366737366, 0.4054238200187683, 0.0012538819573819637]",Negative
0.5509852170944214,"[0.5509852170944214, 0.4476102888584137, 0.0014045091811567545]",Negative
0.6189571022987366,"[0.6189571022987366, 0.3800247609615326, 0.0010181303368881345]",Negative
0.5829728841781616,"[0.5829728841781616, 0.4157513976097107, 0.0012756494106724858]",Negative
0.599199652671814,"[0.599199652671814, 0.3996148705482483, 0.001185478176921606]",Negative
0.6317199468612671,"[0.6317199468612671, 0.36714646220207214, 0.001133595360442996]",Negative
0.6151928305625916,"[0.6151928305625916, 0.38357704877853394, 0.00123014731798321]",Negative
0.5975814461708069,"[0.5975814461708069, 0.4012044072151184, 0.0012141476618126035]",Negative
0.6480873227119446,"[0.6480873227119446, 0.35076621174812317, 0.0011463992996141315]",Negative
0.6363813281059265,"[0.6363813281059265, 0.36243733763694763, 0.0011813475284725428]",Negative
0.6265934705734253,"[0.6265934705734253, 0.37237265706062317, 0.0010338767897337675]",Negative
0.6528600454330444,"[0.6528600454330444, 0.3459841012954712, 0.0011558597907423973]",Negative
0.6457437872886658,"[0.6457437872886658, 0.35330313444137573, 0.0009530825773254037]",Negative
0.6526175141334534,"[0.6526175141334534, 0.34627214074134827, 0.0011103663127869368]",Negative
0.6247479319572449,"[0.6247479319572449, 0.37406131625175476, 0.001190804410725832]",Negative
0.6324846148490906,"[0.6324846148490906, 0.3662250339984894, 0.0012903650058433414]",Negative
0.6513280272483826,"[0.6513280272483826, 0.3476327955722809, 0.0010392257245257497]",Negative
0.6722909808158875,"[0.6722909808158875, 0.32672378420829773, 0.000985299120657146]",Negative
0.6363335251808167,"[0.6363335251808167, 0.3625297248363495, 0.0011367853730916977]",Negative
0.6527498364448547,"[0.6527498364448547, 0.34615078568458557, 0.0010994456242769957]",Negative
0.6135599613189697,"[0.6135599613189697, 0.38524559140205383, 0.001194464392028749]",Negative
0.6646049618721008,"[0.6646049618721008, 0.3343643248081207, 0.001030661747790873]",Negative
0.6529212594032288,"[0.6529212594032288, 0.3459950387477875, 0.0010837136069312692]",Negative
0.6314721703529358,"[0.6314721703529358, 0.3675040602684021, 0.0010237558744847775]",Negative
0.6209056377410889,"[0.6209056377410889, 0.37792646884918213, 0.0011679594172164798]",Negative
0.6161597967147827,"[0.6161597967147827, 0.3824160695075989, 0.001424051122739911]",Negative
0.6423149108886719,"[0.6423149108886719, 0.3564623296260834, 0.0012227373663336039]",Negative
0.6355022192001343,"[0.6355022192001343, 0.36324045062065125, 0.0012573569547384977]",Negative
0.6629924178123474,"[0.6629924178123474, 0.3359888195991516, 0.001018786453641951]",Negative
0.6692159175872803,"[0.6692159175872803, 0.32969939708709717, 0.001084712566807866]",Negative
0.6293308734893799,"[0.6293308734893799, 0.36948660016059875, 0.0011825598776340485]",Negative
0.6455533504486084,"[0.6455533504486084, 0.3534564971923828, 0.0009902056772261858]",Negative
0.6256188750267029,"[0.6256188750267029, 0.373269259929657, 0.0011118946131318808]",Negative
0.6035689115524292,"[0.6035689115524292, 0.39517873525619507, 0.0012523859040811658]",Negative
0.6187640428543091,"[0.6187640428543091, 0.37999483942985535, 0.0012411056086421013]",Negative
0.5982298254966736,"[0.5982298254966736, 0.40030643343925476, 0.001463728491216898]",Negative
0.6121796369552612,"[0.6121796369552612, 0.3864867389202118, 0.0013336737174540758]",Negative
0.6183422803878784,"[0.6183422803878784, 0.3803767263889313, 0.0012809643521904945]",Negative
0.5909488797187805,"[0.5909488797187805, 0.40765631198883057, 0.0013948621926829219]",Negative
0.5700423121452332,"[0.5700423121452332, 0.42830657958984375, 0.0016511072171851993]",Negative
0.5875354409217834,"[0.5875354409217834, 0.4110521674156189, 0.00141233264002949]",Negative
