Confidence,max_confidence,Emotion
0.47036975622177124,"[0.22004321217536926, 0.47036975622177124, 0.3095870316028595]",Neutral
0.46300438046455383,"[0.21890875697135925, 0.46300438046455383, 0.3180868923664093]",Neutral
0.46810802817344666,"[0.20942595601081848, 0.46810802817344666, 0.32246607542037964]",Neutral
0.468192994594574,"[0.23061779141426086, 0.468192994594574, 0.3011893033981323]",Neutral
0.4673401117324829,"[0.21800170838832855, 0.4673401117324829, 0.31465819478034973]",Neutral
0.46063533425331116,"[0.21113620698451996, 0.46063533425331116, 0.3282284736633301]",Neutral
0.4739883542060852,"[0.2294585406780243, 0.4739883542060852, 0.2965530455112457]",Neutral
0.4651365280151367,"[0.2227795273065567, 0.4651365280151367, 0.3120839595794678]",Neutral
0.4733055531978607,"[0.22370761632919312, 0.4733055531978607, 0.30298691987991333]",Neutral
0.46294286847114563,"[0.23733508586883545, 0.46294286847114563, 0.2997220456600189]",Neutral
0.46972373127937317,"[0.23017293214797974, 0.46972373127937317, 0.30010339617729187]",Neutral
0.47572529315948486,"[0.22563695907592773, 0.47572529315948486, 0.298637717962265]",Neutral
0.4697340726852417,"[0.2134127914905548, 0.4697340726852417, 0.3168531060218811]",Neutral
0.47186896204948425,"[0.21081390976905823, 0.47186896204948425, 0.3173171281814575]",Neutral
0.4660364091396332,"[0.2225216031074524, 0.4660364091396332, 0.31144195795059204]",Neutral
0.46697279810905457,"[0.23030991852283478, 0.46697279810905457, 0.3027172386646271]",Neutral
0.4684325158596039,"[0.21090926229953766, 0.4684325158596039, 0.32065820693969727]",Neutral
0.46389225125312805,"[0.23382021486759186, 0.46389225125312805, 0.3022874891757965]",Neutral
0.4673205614089966,"[0.223549485206604, 0.4673205614089966, 0.3091299533843994]",Neutral
0.47072020173072815,"[0.2259862869977951, 0.47072020173072815, 0.30329346656799316]",Neutral
0.4639516770839691,"[0.21994245052337646, 0.4639516770839691, 0.31610584259033203]",Neutral
0.47413837909698486,"[0.22373035550117493, 0.47413837909698486, 0.3021312654018402]",Neutral
0.46933892369270325,"[0.2165886014699936, 0.46933892369270325, 0.31407251954078674]",Neutral
0.47065386176109314,"[0.23431843519210815, 0.47065386176109314, 0.2950277030467987]",Neutral
0.46661558747291565,"[0.20767177641391754, 0.46661558747291565, 0.3257125914096832]",Neutral
0.47468405961990356,"[0.22804072499275208, 0.47468405961990356, 0.29727524518966675]",Neutral
0.4665195345878601,"[0.22819016873836517, 0.4665195345878601, 0.3052902817726135]",Neutral
0.4723215401172638,"[0.22476281225681305, 0.4723215401172638, 0.3029157221317291]",Neutral
0.4661159813404083,"[0.22527682781219482, 0.4661159813404083, 0.30860722064971924]",Neutral
0.4728843569755554,"[0.2175079882144928, 0.4728843569755554, 0.3096076548099518]",Neutral
0.4746890366077423,"[0.23280110955238342, 0.4746890366077423, 0.2925097644329071]",Neutral
0.46908238530158997,"[0.20721985399723053, 0.46908238530158997, 0.3236977159976959]",Neutral
0.4733550548553467,"[0.21207842230796814, 0.4733550548553467, 0.31456655263900757]",Neutral
0.47491520643234253,"[0.2326863408088684, 0.47491520643234253, 0.2923983931541443]",Neutral
0.4748053252696991,"[0.22532586753368378, 0.4748053252696991, 0.29986873269081116]",Neutral
0.4795249402523041,"[0.22090835869312286, 0.4795249402523041, 0.2995666563510895]",Neutral
0.4757894277572632,"[0.24146944284439087, 0.4757894277572632, 0.28274112939834595]",Neutral
0.4716009199619293,"[0.22126023471355438, 0.4716009199619293, 0.3071388304233551]",Neutral
0.4685787260532379,"[0.22543561458587646, 0.4685787260532379, 0.30598562955856323]",Neutral
0.4666959047317505,"[0.2318428009748459, 0.4666959047317505, 0.3014613091945648]",Neutral
0.4697597026824951,"[0.22176137566566467, 0.4697597026824951, 0.3084789216518402]",Neutral
0.47697678208351135,"[0.224591463804245, 0.47697678208351135, 0.2984316647052765]",Neutral
0.47904327511787415,"[0.22566206753253937, 0.47904327511787415, 0.29529470205307007]",Neutral
0.4793851375579834,"[0.22877024114131927, 0.4793851375579834, 0.2918446362018585]",Neutral
0.4691067337989807,"[0.22606967389583588, 0.4691067337989807, 0.30482351779937744]",Neutral
0.462200790643692,"[0.22343741357326508, 0.462200790643692, 0.3143617808818817]",Neutral
0.465241938829422,"[0.2089885026216507, 0.465241938829422, 0.3257695436477661]",Neutral
0.4774796962738037,"[0.22906553745269775, 0.4774796962738037, 0.2934548258781433]",Neutral
0.47193288803100586,"[0.21889378130435944, 0.47193288803100586, 0.3091733455657959]",Neutral
0.4704258441925049,"[0.22308628261089325, 0.4704258441925049, 0.30648791790008545]",Neutral
0.47028684616088867,"[0.22316902875900269, 0.47028684616088867, 0.3065441846847534]",Neutral
0.45700329542160034,"[0.22454755008220673, 0.45700329542160034, 0.31844913959503174]",Neutral
0.4643329679965973,"[0.2159413844347, 0.4643329679965973, 0.3197256028652191]",Neutral
0.4681742787361145,"[0.21109168231487274, 0.4681742787361145, 0.3207339942455292]",Neutral
0.47476619482040405,"[0.2180098444223404, 0.47476619482040405, 0.30722394585609436]",Neutral
0.4662155508995056,"[0.21533073484897614, 0.4662155508995056, 0.31845375895500183]",Neutral
0.4673352539539337,"[0.21997058391571045, 0.4673352539539337, 0.3126942217350006]",Neutral
0.4613567590713501,"[0.20070306956768036, 0.4613567590713501, 0.33794018626213074]",Neutral
0.46833205223083496,"[0.22844675183296204, 0.46833205223083496, 0.3032211363315582]",Neutral
0.4651363790035248,"[0.2166866809129715, 0.4651363790035248, 0.3181770145893097]",Neutral
0.4695543348789215,"[0.2167573869228363, 0.4695543348789215, 0.3136882781982422]",Neutral
0.4750889837741852,"[0.21338538825511932, 0.4750889837741852, 0.3115255534648895]",Neutral
0.4673883318901062,"[0.21582306921482086, 0.4673883318901062, 0.31678858399391174]",Neutral
0.47054794430732727,"[0.21560999751091003, 0.47054794430732727, 0.3138420879840851]",Neutral
0.468468576669693,"[0.21716360747814178, 0.468468576669693, 0.3143678307533264]",Neutral
0.4654005169868469,"[0.21209877729415894, 0.4654005169868469, 0.322500616312027]",Neutral
0.4668789207935333,"[0.21918629109859467, 0.4668789207935333, 0.3139348328113556]",Neutral
0.4546283781528473,"[0.20210838317871094, 0.4546283781528473, 0.3432632386684418]",Neutral
0.4585229158401489,"[0.2205210030078888, 0.4585229158401489, 0.3209560811519623]",Neutral
