Confidence,max_confidence,Emotion
0.7101088166236877,"[0.15857134759426117, 0.7101088166236877, 0.13131986558437347]",Neutral
0.7054443359375,"[0.1549302488565445, 0.7054443359375, 0.13962535560131073]",Neutral
0.7097921371459961,"[0.15816672146320343, 0.7097921371459961, 0.13204115629196167]",Neutral
0.7106475234031677,"[0.15680745244026184, 0.7106475234031677, 0.13254502415657043]",Neutral
0.7103776335716248,"[0.15874706208705902, 0.7103776335716248, 0.13087525963783264]",Neutral
0.7045881152153015,"[0.15621989965438843, 0.7045881152153015, 0.1391919106245041]",Neutral
0.7100794315338135,"[0.15976345539093018, 0.7100794315338135, 0.13015711307525635]",Neutral
0.7106965780258179,"[0.15299773216247559, 0.7106965780258179, 0.13630570471286774]",Neutral
0.7123011946678162,"[0.15705057978630066, 0.7123011946678162, 0.13064825534820557]",Neutral
0.7140738368034363,"[0.15439938008785248, 0.7140738368034363, 0.13152675330638885]",Neutral
0.7140331864356995,"[0.15597543120384216, 0.7140331864356995, 0.12999139726161957]",Neutral
0.709693968296051,"[0.15589743852615356, 0.709693968296051, 0.13440865278244019]",Neutral
0.7113156318664551,"[0.15669819712638855, 0.7113156318664551, 0.13198620080947876]",Neutral
0.7114543914794922,"[0.1501608043909073, 0.7114543914794922, 0.13838480412960052]",Neutral
0.7121410965919495,"[0.15967464447021484, 0.7121410965919495, 0.12818419933319092]",Neutral
0.7103331089019775,"[0.16205306351184845, 0.7103331089019775, 0.127613827586174]",Neutral
0.7084365487098694,"[0.1562814861536026, 0.7084365487098694, 0.13528195023536682]",Neutral
0.713307797908783,"[0.15809819102287292, 0.713307797908783, 0.12859398126602173]",Neutral
0.7118034362792969,"[0.15787863731384277, 0.7118034362792969, 0.13031791150569916]",Neutral
0.7089403867721558,"[0.15473008155822754, 0.7089403867721558, 0.13632948696613312]",Neutral
0.7151138782501221,"[0.15577973425388336, 0.7151138782501221, 0.12910640239715576]",Neutral
0.7095071077346802,"[0.1547519862651825, 0.7095071077346802, 0.13574093580245972]",Neutral
0.7137752175331116,"[0.1524571180343628, 0.7137752175331116, 0.13376767933368683]",Neutral
0.7097331881523132,"[0.15943576395511627, 0.7097331881523132, 0.13083095848560333]",Neutral
0.7115623354911804,"[0.16112610697746277, 0.7115623354911804, 0.12731154263019562]",Neutral
0.717553436756134,"[0.14652827382087708, 0.717553436756134, 0.1359182596206665]",Neutral
0.7118040919303894,"[0.1604326367378235, 0.7118040919303894, 0.12776324152946472]",Neutral
0.7187997102737427,"[0.15587928891181946, 0.7187997102737427, 0.12532104551792145]",Neutral
0.7124605774879456,"[0.1517917513847351, 0.7124605774879456, 0.13574764132499695]",Neutral
