Confidence,max_confidence,Emotion
0.9465426206588745,"[0.9465426206588745, 0.050117842853069305, 0.003339516930282116]",Negative
0.9426162838935852,"[0.9426162838935852, 0.0537981316447258, 0.003585565835237503]",Negative
0.9435549378395081,"[0.9435549378395081, 0.052898358553647995, 0.00354670244269073]",Negative
0.942773699760437,"[0.942773699760437, 0.05353566259145737, 0.003690673504024744]",Negative
0.9471259117126465,"[0.9471259117126465, 0.04958953708410263, 0.0032845649402588606]",Negative
0.945117712020874,"[0.945117712020874, 0.05150369182229042, 0.003378533525392413]",Negative
0.9467746615409851,"[0.9467746615409851, 0.04988718777894974, 0.0033381637185811996]",Negative
0.9436607360839844,"[0.9436607360839844, 0.052546266466379166, 0.0037930230610072613]",Negative
0.9414743781089783,"[0.9414743781089783, 0.05484282970428467, 0.0036828177981078625]",Negative
0.940792977809906,"[0.940792977809906, 0.05559122934937477, 0.003615720896050334]",Negative
0.9434056282043457,"[0.9434056282043457, 0.053133536130189896, 0.0034608563873916864]",Negative
0.9398310780525208,"[0.9398310780525208, 0.05639825761318207, 0.003770650364458561]",Negative
0.9450297951698303,"[0.9450297951698303, 0.05153827741742134, 0.0034319323021918535]",Negative
0.9427251815795898,"[0.9427251815795898, 0.053624264895915985, 0.0036506475880742073]",Negative
0.9432685375213623,"[0.9432685375213623, 0.05319039151072502, 0.0035409932024776936]",Negative
0.9436190128326416,"[0.9436190128326416, 0.052875448018312454, 0.003505539847537875]",Negative
0.9440473318099976,"[0.9440473318099976, 0.052468981593847275, 0.0034837631974369287]",Negative
0.9463465809822083,"[0.9463465809822083, 0.050134144723415375, 0.003519352525472641]",Negative
0.9399021863937378,"[0.9399021863937378, 0.05629608780145645, 0.0038018235936760902]",Negative
0.9434059262275696,"[0.9434059262275696, 0.053190771490335464, 0.0034033097326755524]",Negative
0.9409892559051514,"[0.9409892559051514, 0.0553024522960186, 0.0037082305643707514]",Negative
0.942757785320282,"[0.942757785320282, 0.053700968623161316, 0.0035413175355643034]",Negative
0.9415345788002014,"[0.9415345788002014, 0.05474986508488655, 0.0037156131584197283]",Negative
0.9386703968048096,"[0.9386703968048096, 0.057587333023548126, 0.0037423535250127316]",Negative
0.942582368850708,"[0.942582368850708, 0.05377116799354553, 0.003646427532657981]",Negative
0.942049503326416,"[0.942049503326416, 0.05415387451648712, 0.0037965080700814724]",Negative
0.9416603446006775,"[0.9416603446006775, 0.05482276901602745, 0.0035167899914085865]",Negative
0.9395040273666382,"[0.9395040273666382, 0.05680382624268532, 0.0036921417340636253]",Negative
0.9389446973800659,"[0.9389446973800659, 0.057456452399492264, 0.0035988017916679382]",Negative
0.9424091577529907,"[0.9424091577529907, 0.05420795828104019, 0.0033828765153884888]",Negative
0.9405540823936462,"[0.9405540823936462, 0.055848509073257446, 0.0035974301863461733]",Negative
0.941623866558075,"[0.941623866558075, 0.05492183193564415, 0.0034542325884103775]",Negative
0.9369824528694153,"[0.9369824528694153, 0.059230804443359375, 0.003786790883168578]",Negative
0.9383056163787842,"[0.9383056163787842, 0.058034274727106094, 0.0036600776948034763]",Negative
0.9392794370651245,"[0.9392794370651245, 0.057227905839681625, 0.003492551390081644]",Negative
0.9389661550521851,"[0.9389661550521851, 0.05776558071374893, 0.003268240252509713]",Negative
0.9386165738105774,"[0.9386165738105774, 0.05786779895424843, 0.003515638643875718]",Negative
0.9349890947341919,"[0.9349890947341919, 0.06136937066912651, 0.0036414428614079952]",Negative
